Transaction_ID,Date,Year,Month,Day,User_ID,Transaction_Type,Category,Amount,Balance_After,Payment_Mode,Status,Merchant_Name,Location
TXN00430,2024-04-22,2024,Apr,22,U16,Money Spent,Travel,8807.04,14516.02,Bank Transfer,Failed,Uber,Hyderabad
TXN00431,2023-05-02,2023,May,2,U94,Money Sent,Food,10320.4,19817.6,Bank Transfer,Failed,BigBasket,Kolkata
TXN00432,2023-11-10,2023,Nov,10,U52,Money Spent,Travel,2888.21,1318.5,Wallet,Pending,Swiggy,Hyderabad
TXN00433,2024-12-19,2024,Dec,19,U187,Money Spent,Travel,10712.93,35906.18,Bank Transfer,Failed,Amazon,Bangalore
TXN00434,2023-06-29,2023,Jun,29,U158,Money Spent,Rent,9028.27,12802.31,UPI ID,Pending,BigBasket,Delhi
TXN00435,2023-02-27,2023,Feb,27,U172,Money Sent,Groceries,15065.0,7051.33,QR Code,Pending,Netflix,Kolkata
TXN00436,2024-03-13,2024,Mar,13,U15,Money Spent,Bills,13785.85,23223.23,Mobile No,Success,Swiggy,Hyderabad
TXN00437,2024-04-20,2024,Apr,20,U176,Money Spent,Cashback,11362.75,39859.98,Mobile No,Failed,BigBasket,Mumbai
TXN00438,2023-05-02,2023,May,2,U128,Money Added,Cashback,13385.56,3279.19,Mobile No,Pending,-,Hyderabad
TXN00439,2023-08-26,2023,Aug,26,U169,Money Added,Groceries,9768.99,31683.83,Bank Transfer,Pending,-,Kolkata
TXN00440,2024-03-23,2024,Mar,23,U145,Money Sent,Travel,6262.05,13151.67,Mobile No,Failed,Netflix,Delhi
TXN00441,2024-04-21,2024,Apr,21,U59,Money Spent,Entertainment,4117.02,26149.82,UPI ID,Failed,Swiggy,Pune
TXN00442,2023-12-25,2023,Dec,25,U15,Money Sent,Cashback,2259.48,26688.14,Bank Transfer,Success,Zomato,Chennai
TXN00443,2024-10-10,2024,Oct,10,U119,Money Spent,Groceries,19223.35,31457.8,UPI ID,Success,Electricity Board,Chennai
TXN00444,2025-01-28,2025,Jan,28,U53,Money Sent,Rent,3866.76,48213.58,Bank Transfer,Failed,Flipkart,Delhi
TXN00445,2024-07-26,2024,Jul,26,U158,Money Added,Groceries,3434.84,23632.81,UPI ID,Pending,-,Chennai
TXN00446,2024-05-18,2024,May,18,U134,Money Added,Food,6766.13,16551.59,Bank Transfer,Failed,-,Hyderabad
TXN00447,2024-11-19,2024,Nov,19,U39,Money Added,Rent,9606.29,41681.61,Bank Transfer,Success,-,Delhi
TXN00448,2025-01-31,2025,Jan,31,U172,Money Added,Shopping,14716.01,7437.65,QR Code,Failed,-,Kolkata
TXN00449,2023-03-14,2023,Mar,14,U149,Money Spent,Cashback,750.05,6067.62,QR Code,Success,Flipkart,Mumbai
TXN00450,2023-11-03,2023,Nov,3,U90,Money Sent,Cashback,7026.02,13549.33,Wallet,Pending,BigBasket,Kolkata
TXN00451,2024-01-02,2024,Jan,2,U80,Money Added,Food,15536.76,19997.59,Bank Transfer,Pending,-,Mumbai
TXN00452,2023-04-17,2023,Apr,17,U102,Money Added,Investment,4630.45,32869.67,UPI ID,Pending,-,Mumbai
TXN00453,2024-01-16,2024,Jan,16,U162,Money Added,Bills,11186.16,19678.5,UPI ID,Success,-,Hyderabad
TXN00454,2025-02-15,2025,Feb,15,U53,Money Spent,Rent,957.29,31889.97,Bank Transfer,Pending,Uber,Chennai
TXN00455,2024-09-18,2024,Sep,18,U12,Money Sent,Shopping,5501.34,48317.07,QR Code,Success,Uber,Mumbai
TXN00456,2023-10-24,2023,Oct,24,U154,Money Spent,Investment,11663.63,47023.49,QR Code,Failed,Uber,Mumbai
TXN00457,2024-04-08,2024,Apr,8,U159,Money Added,Rent,7097.3,29611.67,UPI ID,Success,-,Kolkata
TXN00458,2023-01-29,2023,Jan,29,U66,Money Added,Food,11948.68,32858.87,QR Code,Success,-,Delhi
TXN00459,2023-12-15,2023,Dec,15,U13,Money Added,Entertainment,15519.96,25167.39,UPI ID,Pending,-,Mumbai
TXN00460,2023-04-02,2023,Apr,2,U28,Money Spent,Investment,8489.48,2822.42,Mobile No,Success,IRCTC,Delhi
TXN00461,2024-06-05,2024,Jun,5,U131,Money Spent,Groceries,2365.01,11503.3,Mobile No,Pending,Zomato,Mumbai
TXN00462,2024-04-16,2024,Apr,16,U180,Money Spent,Rent,19762.92,43243.94,QR Code,Pending,Swiggy,Delhi
TXN00463,2025-01-03,2025,Jan,3,U91,Money Spent,Bills,15167.35,28288.53,QR Code,Pending,Amazon,Kolkata
TXN00464,2023-07-10,2023,Jul,10,U80,Money Spent,Shopping,16794.11,4213.06,Wallet,Success,Flipkart,Bangalore
TXN00465,2024-12-15,2024,Dec,15,U53,Money Sent,Rent,9595.85,1319.17,Mobile No,Success,Uber,Mumbai
TXN00466,2024-01-23,2024,Jan,23,U97,Money Spent,Bills,4351.76,36861.27,UPI ID,Success,Uber,Chennai
TXN00467,2023-03-12,2023,Mar,12,U117,Money Added,Groceries,593.29,22759.75,UPI ID,Pending,-,Pune
TXN00468,2024-11-15,2024,Nov,15,U129,Money Sent,Groceries,15559.16,2356.03,UPI ID,Success,Amazon,Delhi
TXN00469,2024-01-08,2024,Jan,8,U97,Money Added,Travel,4119.51,30271.17,QR Code,Success,-,Chennai
TXN00470,2024-06-21,2024,Jun,21,U28,Money Spent,Entertainment,13532.1,11886.78,Bank Transfer,Success,Uber,Bangalore
TXN00471,2023-10-07,2023,Oct,7,U24,Money Spent,Cashback,16321.36,1626.67,Wallet,Failed,Zomato,Mumbai
TXN00472,2024-08-07,2024,Aug,7,U140,Money Sent,Rent,16263.78,10862.15,QR Code,Pending,IRCTC,Hyderabad
TXN00473,2023-11-07,2023,Nov,7,U172,Money Sent,Food,18633.62,17902.58,Bank Transfer,Pending,BigBasket,Pune
TXN00474,2023-03-02,2023,Mar,2,U15,Money Sent,Travel,1470.03,11385.94,QR Code,Pending,Electricity Board,Pune
TXN00475,2024-05-30,2024,May,30,U110,Money Spent,Cashback,11414.95,38055.19,Bank Transfer,Success,Electricity Board,Hyderabad
TXN00476,2023-03-05,2023,Mar,5,U192,Money Sent,Cashback,3210.35,48018.15,Bank Transfer,Success,Flipkart,Bangalore
TXN00477,2025-03-02,2025,Mar,2,U28,Money Sent,Rent,15985.46,29164.29,UPI ID,Success,IRCTC,Delhi
TXN00478,2024-02-12,2024,Feb,12,U54,Money Spent,Shopping,3400.3,16038.78,Bank Transfer,Success,Amazon,Kolkata
TXN00479,2023-11-04,2023,Nov,4,U191,Money Spent,Cashback,15965.44,22833.14,UPI ID,Failed,Amazon,Bangalore
TXN00480,2024-09-14,2024,Sep,14,U83,Money Spent,Shopping,5669.63,15611.67,Wallet,Success,BigBasket,Hyderabad
TXN00481,2024-01-11,2024,Jan,11,U42,Money Added,Rent,5095.47,2423.83,Mobile No,Success,-,Kolkata
TXN00482,2024-08-19,2024,Aug,19,U59,Money Spent,Groceries,11933.09,933.82,Mobile No,Success,Netflix,Chennai
TXN00483,2023-05-24,2023,May,24,U167,Money Added,Investment,3271.79,35761.99,Wallet,Pending,-,Kolkata
TXN00484,2023-07-20,2023,Jul,20,U115,Money Spent,Cashback,7109.56,28905.7,UPI ID,Success,Electricity Board,Delhi
TXN00485,2023-07-22,2023,Jul,22,U58,Money Added,Investment,6876.19,3713.04,QR Code,Success,-,Bangalore
TXN00486,2025-01-04,2025,Jan,4,U64,Money Sent,Groceries,5372.45,5720.99,Mobile No,Pending,IRCTC,Mumbai
TXN00487,2023-04-26,2023,Apr,26,U46,Money Added,Investment,16452.14,3718.16,UPI ID,Failed,-,Mumbai
TXN00488,2023-02-14,2023,Feb,14,U150,Money Added,Groceries,7879.04,18018.49,Bank Transfer,Pending,-,Pune
TXN00489,2023-04-17,2023,Apr,17,U102,Money Spent,Cashback,7241.34,530.86,Mobile No,Success,Electricity Board,Pune
TXN00490,2023-01-08,2023,Jan,8,U67,Money Sent,Food,14466.41,35625.6,UPI ID,Pending,Swiggy,Mumbai
TXN00491,2023-02-06,2023,Feb,6,U72,Money Added,Travel,504.61,40302.34,Bank Transfer,Success,-,Hyderabad
TXN00492,2025-01-30,2025,Jan,30,U181,Money Sent,Cashback,3687.88,3526.05,UPI ID,Failed,Uber,Hyderabad
TXN00493,2023-08-17,2023,Aug,17,U51,Money Spent,Food,10467.28,26101.27,Wallet,Success,Zomato,Pune
TXN00494,2023-07-02,2023,Jul,2,U74,Money Spent,Bills,8996.73,13268.4,Bank Transfer,Pending,Zomato,Delhi
TXN00495,2023-12-13,2023,Dec,13,U144,Money Sent,Shopping,13368.69,41376.0,Mobile No,Failed,Zomato,Hyderabad
TXN00496,2023-10-31,2023,Oct,31,U147,Money Sent,Groceries,4676.59,26156.26,QR Code,Success,Swiggy,Bangalore
TXN00497,2023-11-16,2023,Nov,16,U29,Money Added,Rent,13449.11,14812.61,UPI ID,Failed,-,Pune
TXN00498,2023-07-17,2023,Jul,17,U176,Money Sent,Cashback,11544.2,16567.58,Bank Transfer,Success,IRCTC,Delhi
TXN00499,2023-11-28,2023,Nov,28,U189,Money Added,Investment,11491.67,40487.81,QR Code,Failed,-,Pune
TXN00500,2023-04-13,2023,Apr,13,U8,Money Added,Investment,803.97,32499.0,Mobile No,Failed,-,Bangalore
TXN00501,2024-06-25,2024,Jun,25,U56,Money Sent,Shopping,19608.28,31260.89,Bank Transfer,Pending,Flipkart,Delhi
TXN00502,2024-11-20,2024,Nov,20,U160,Money Spent,Groceries,13082.37,17841.96,UPI ID,Pending,Netflix,Delhi
TXN00503,2023-12-28,2023,Dec,28,U74,Money Added,Bills,9634.51,3290.76,Mobile No,Success,-,Pune
TXN00504,2023-02-25,2023,Feb,25,U53,Money Sent,Shopping,12115.59,21089.88,UPI ID,Success,IRCTC,Pune
TXN00505,2024-05-27,2024,May,27,U190,Money Sent,Shopping,19331.28,35847.25,UPI ID,Failed,BigBasket,Bangalore
TXN00506,2024-12-18,2024,Dec,18,U52,Money Sent,Investment,6447.22,3040.78,Bank Transfer,Failed,Swiggy,Chennai
TXN00507,2023-11-20,2023,Nov,20,U197,Money Sent,Groceries,6717.29,19024.85,Mobile No,Pending,BigBasket,Bangalore
TXN00508,2024-03-12,2024,Mar,12,U5,Money Added,Bills,11207.2,39310.42,UPI ID,Failed,-,Pune
TXN00509,2025-01-06,2025,Jan,6,U127,Money Added,Shopping,10034.2,27013.06,Wallet,Failed,-,Chennai
TXN00510,2023-07-28,2023,Jul,28,U39,Money Sent,Bills,10088.32,23877.7,Bank Transfer,Success,BigBasket,Mumbai
TXN00511,2023-10-06,2023,Oct,6,U31,Money Sent,Bills,19492.09,42192.22,QR Code,Success,Swiggy,Pune
TXN00512,2024-09-22,2024,Sep,22,U141,Money Spent,Groceries,1518.9,27850.13,Bank Transfer,Success,Flipkart,Pune
TXN00513,2023-08-29,2023,Aug,29,U141,Money Sent,Rent,14547.88,38334.34,Mobile No,Failed,Amazon,Pune
TXN00514,2025-02-10,2025,Feb,10,U31,Money Spent,Entertainment,1229.98,49278.57,Mobile No,Success,Uber,Kolkata
TXN00515,2024-11-27,2024,Nov,27,U192,Money Spent,Groceries,17553.27,25244.97,Wallet,Pending,Uber,Mumbai
TXN00516,2024-02-25,2024,Feb,25,U29,Money Spent,Food,19985.95,19367.19,UPI ID,Pending,Uber,Bangalore
TXN00517,2024-12-30,2024,Dec,30,U171,Money Spent,Rent,4537.15,41329.3,Wallet,Failed,Zomato,Bangalore
TXN00518,2024-09-05,2024,Sep,5,U138,Money Sent,Bills,4152.29,33268.64,Bank Transfer,Success,Swiggy,Kolkata
TXN00519,2024-11-12,2024,Nov,12,U144,Money Sent,Bills,13057.12,46832.49,Wallet,Success,Swiggy,Bangalore
TXN00520,2024-02-07,2024,Feb,7,U146,Money Spent,Investment,11854.49,47647.19,Mobile No,Success,Flipkart,Pune
TXN00521,2025-01-18,2025,Jan,18,U27,Money Sent,Travel,4794.88,17670.62,Wallet,Pending,Swiggy,Bangalore
TXN00522,2024-08-10,2024,Aug,10,U71,Money Spent,Cashback,15193.31,3005.56,Mobile No,Success,Zomato,Mumbai
TXN00523,2024-05-01,2024,May,1,U166,Money Sent,Shopping,8724.12,25993.79,Bank Transfer,Failed,Amazon,Mumbai
TXN00524,2024-08-12,2024,Aug,12,U177,Money Sent,Cashback,15776.2,30028.06,QR Code,Success,BigBasket,Hyderabad
TXN00525,2023-08-05,2023,Aug,5,U34,Money Sent,Travel,14086.67,25062.57,Mobile No,Failed,BigBasket,Kolkata
TXN00526,2025-02-28,2025,Feb,28,U69,Money Spent,Shopping,1138.88,30211.41,Bank Transfer,Failed,Netflix,Bangalore
TXN00527,2023-06-13,2023,Jun,13,U192,Money Spent,Rent,5285.09,49111.79,QR Code,Failed,BigBasket,Chennai
TXN00528,2024-11-26,2024,Nov,26,U86,Money Spent,Cashback,1481.37,4122.44,Bank Transfer,Failed,Flipkart,Pune
TXN00529,2023-02-05,2023,Feb,5,U102,Money Spent,Groceries,18852.35,28301.2,UPI ID,Failed,Swiggy,Bangalore
TXN00530,2025-02-18,2025,Feb,18,U1,Money Sent,Groceries,4476.36,27535.65,Bank Transfer,Success,BigBasket,Delhi
TXN00531,2025-01-22,2025,Jan,22,U32,Money Sent,Bills,5818.09,12549.1,Mobile No,Success,Netflix,Mumbai
TXN00532,2023-01-30,2023,Jan,30,U91,Money Spent,Travel,815.79,48617.99,Mobile No,Failed,Amazon,Mumbai
TXN00533,2023-09-14,2023,Sep,14,U120,Money Spent,Travel,4389.15,43527.86,QR Code,Failed,Zomato,Pune
TXN00534,2024-12-28,2024,Dec,28,U188,Money Sent,Entertainment,4245.52,17133.97,Wallet,Pending,Zomato,Mumbai
TXN00535,2023-11-11,2023,Nov,11,U4,Money Sent,Cashback,14676.18,8075.75,Wallet,Failed,Amazon,Mumbai
TXN00536,2023-03-05,2023,Mar,5,U38,Money Added,Travel,10774.85,20152.04,QR Code,Success,-,Bangalore
TXN00537,2023-09-28,2023,Sep,28,U65,Money Spent,Travel,7826.29,26999.72,Wallet,Success,IRCTC,Hyderabad
TXN00538,2023-12-08,2023,Dec,8,U9,Money Spent,Entertainment,15778.55,45949.78,Mobile No,Success,Zomato,Chennai
TXN00539,2024-04-06,2024,Apr,6,U159,Money Added,Entertainment,16866.65,33710.46,Wallet,Failed,-,Hyderabad
TXN00540,2023-02-15,2023,Feb,15,U196,Money Sent,Rent,10486.56,36201.92,Wallet,Pending,Netflix,Bangalore
TXN00541,2024-05-09,2024,May,9,U31,Money Spent,Investment,1535.72,9151.94,Wallet,Success,Uber,Pune
TXN00542,2023-02-15,2023,Feb,15,U179,Money Added,Cashback,8218.54,44142.96,Mobile No,Failed,-,Bangalore
TXN00543,2023-01-29,2023,Jan,29,U13,Money Sent,Entertainment,12561.74,43723.21,Mobile No,Success,Uber,Delhi
TXN00544,2024-09-28,2024,Sep,28,U198,Money Spent,Investment,12986.24,30256.51,UPI ID,Pending,BigBasket,Hyderabad
TXN00545,2024-01-05,2024,Jan,5,U101,Money Sent,Cashback,16769.81,30260.06,Wallet,Pending,Electricity Board,Chennai
TXN00546,2023-04-22,2023,Apr,22,U41,Money Spent,Entertainment,4650.53,41547.62,UPI ID,Failed,Swiggy,Kolkata
TXN00547,2025-01-15,2025,Jan,15,U196,Money Sent,Bills,15487.32,5014.9,QR Code,Failed,Netflix,Pune
TXN00548,2025-02-20,2025,Feb,20,U186,Money Spent,Rent,1107.43,17374.31,Mobile No,Pending,Electricity Board,Pune
TXN00549,2023-05-23,2023,May,23,U12,Money Spent,Cashback,17640.93,41787.41,Wallet,Success,BigBasket,Mumbai
TXN00550,2024-05-18,2024,May,18,U18,Money Sent,Travel,18106.05,45244.66,QR Code,Pending,Flipkart,Pune
TXN00551,2023-11-12,2023,Nov,12,U17,Money Sent,Food,12796.13,5286.52,Wallet,Success,Zomato,Mumbai
TXN00552,2024-07-18,2024,Jul,18,U80,Money Added,Travel,11963.12,39395.32,Bank Transfer,Success,-,Delhi
TXN00553,2023-09-10,2023,Sep,10,U69,Money Added,Investment,11020.04,40074.7,UPI ID,Pending,-,Chennai
TXN00554,2023-08-25,2023,Aug,25,U169,Money Added,Groceries,12653.25,38769.42,Wallet,Failed,-,Kolkata
TXN00555,2025-02-11,2025,Feb,11,U57,Money Added,Entertainment,9793.85,4461.35,Bank Transfer,Pending,-,Bangalore
TXN00556,2025-01-03,2025,Jan,3,U92,Money Spent,Shopping,7796.79,41424.91,Bank Transfer,Failed,Zomato,Delhi
TXN00557,2023-10-09,2023,Oct,9,U9,Money Spent,Bills,6416.58,7544.51,QR Code,Success,Amazon,Bangalore
TXN00558,2023-10-25,2023,Oct,25,U128,Money Sent,Cashback,18477.68,23561.13,QR Code,Pending,Amazon,Pune
TXN00559,2024-05-07,2024,May,7,U9,Money Sent,Groceries,13266.76,5008.93,Mobile No,Pending,Swiggy,Delhi
TXN00560,2024-08-10,2024,Aug,10,U151,Money Added,Travel,11728.6,43063.69,Wallet,Success,-,Hyderabad
TXN00561,2023-05-03,2023,May,3,U117,Money Spent,Cashback,536.83,47999.78,QR Code,Failed,Uber,Chennai
TXN00562,2024-10-27,2024,Oct,27,U5,Money Spent,Food,7013.91,1937.95,QR Code,Success,Electricity Board,Kolkata
TXN00563,2023-09-09,2023,Sep,9,U83,Money Added,Investment,18799.84,9137.16,Bank Transfer,Failed,-,Bangalore
TXN00564,2023-05-16,2023,May,16,U139,Money Added,Food,10005.48,8942.96,UPI ID,Pending,-,Bangalore
TXN00565,2023-03-17,2023,Mar,17,U195,Money Spent,Rent,14851.43,34253.54,Mobile No,Success,Uber,Chennai
TXN00566,2023-03-12,2023,Mar,12,U193,Money Spent,Rent,17426.9,14975.86,Bank Transfer,Success,Uber,Pune
TXN00567,2025-02-15,2025,Feb,15,U21,Money Added,Investment,4256.15,35571.01,QR Code,Failed,-,Pune
TXN00568,2023-06-18,2023,Jun,18,U191,Money Spent,Bills,4608.26,19575.05,Mobile No,Success,Amazon,Bangalore
TXN00569,2023-04-14,2023,Apr,14,U166,Money Added,Rent,11827.84,48345.2,Mobile No,Pending,-,Hyderabad
TXN00570,2023-07-18,2023,Jul,18,U26,Money Added,Travel,3370.86,27460.07,QR Code,Pending,-,Kolkata
TXN00571,2023-02-26,2023,Feb,26,U144,Money Added,Bills,12429.18,46253.01,Bank Transfer,Failed,-,Hyderabad
TXN00572,2023-08-15,2023,Aug,15,U103,Money Sent,Travel,3595.51,33662.75,Wallet,Success,Netflix,Hyderabad
TXN00573,2024-06-04,2024,Jun,4,U90,Money Added,Investment,9350.44,12409.83,QR Code,Pending,-,Chennai
TXN00574,2023-05-16,2023,May,16,U61,Money Spent,Entertainment,8211.29,13264.32,Wallet,Failed,Electricity Board,Bangalore
TXN00575,2024-04-08,2024,Apr,8,U65,Money Added,Investment,296.32,45631.3,UPI ID,Pending,-,Kolkata
TXN00576,2023-05-07,2023,May,7,U16,Money Added,Investment,1097.72,7580.35,Mobile No,Pending,-,Mumbai
TXN00577,2024-03-19,2024,Mar,19,U110,Money Sent,Bills,10885.28,23342.07,Bank Transfer,Pending,Flipkart,Hyderabad
TXN00578,2024-05-16,2024,May,16,U7,Money Added,Shopping,9426.7,6356.12,Mobile No,Success,-,Pune
TXN00579,2023-10-20,2023,Oct,20,U55,Money Spent,Bills,9042.93,6198.58,QR Code,Failed,Zomato,Mumbai
TXN00580,2024-09-11,2024,Sep,11,U187,Money Sent,Investment,5729.75,49561.75,Mobile No,Failed,Zomato,Bangalore
TXN00581,2024-12-02,2024,Dec,2,U114,Money Added,Entertainment,10237.12,17791.69,UPI ID,Success,-,Kolkata
TXN00582,2025-02-04,2025,Feb,4,U93,Money Sent,Shopping,3157.8,43604.98,QR Code,Pending,BigBasket,Delhi
TXN00583,2024-06-18,2024,Jun,18,U2,Money Added,Food,3477.05,20709.41,Mobile No,Pending,-,Hyderabad
TXN00584,2024-07-27,2024,Jul,27,U102,Money Spent,Investment,18477.57,27955.84,UPI ID,Failed,Electricity Board,Kolkata
TXN00585,2023-02-18,2023,Feb,18,U88,Money Spent,Cashback,2050.99,44590.38,Mobile No,Pending,Amazon,Chennai
TXN00586,2023-05-10,2023,May,10,U36,Money Added,Food,4389.47,14475.11,UPI ID,Pending,-,Hyderabad
TXN00587,2023-05-27,2023,May,27,U177,Money Added,Travel,16547.54,40573.4,Bank Transfer,Success,-,Chennai
TXN00588,2023-06-19,2023,Jun,19,U167,Money Sent,Entertainment,3225.22,19840.52,UPI ID,Failed,Electricity Board,Delhi
TXN00589,2024-05-04,2024,May,4,U185,Money Added,Entertainment,17719.61,4858.89,QR Code,Failed,-,Bangalore
TXN00590,2024-12-02,2024,Dec,2,U48,Money Added,Bills,4481.04,14873.29,Wallet,Success,-,Chennai
TXN00591,2023-08-09,2023,Aug,9,U166,Money Sent,Bills,3630.06,25558.62,UPI ID,Success,Zomato,Hyderabad
TXN00592,2023-03-09,2023,Mar,9,U49,Money Spent,Cashback,12900.91,28491.93,QR Code,Success,Zomato,Mumbai
TXN00593,2025-02-01,2025,Feb,1,U19,Money Sent,Shopping,17274.14,27541.75,QR Code,Success,Flipkart,Hyderabad
TXN00594,2024-08-08,2024,Aug,8,U155,Money Sent,Groceries,4449.18,31468.72,Bank Transfer,Pending,Flipkart,Delhi
TXN00595,2025-03-10,2025,Mar,10,U194,Money Sent,Food,19660.49,30029.22,Bank Transfer,Failed,Uber,Bangalore
TXN00596,2024-07-26,2024,Jul,26,U50,Money Sent,Investment,693.38,23808.58,Mobile No,Success,Netflix,Delhi
TXN00597,2023-11-17,2023,Nov,17,U125,Money Added,Food,3920.11,17053.93,Bank Transfer,Failed,-,Pune
TXN00598,2024-03-21,2024,Mar,21,U157,Money Sent,Entertainment,13917.74,12544.82,Bank Transfer,Pending,Netflix,Bangalore
TXN00599,2024-12-18,2024,Dec,18,U110,Money Sent,Travel,533.72,13675.84,QR Code,Success,IRCTC,Kolkata
TXN00600,2023-02-19,2023,Feb,19,U16,Money Spent,Bills,2727.52,43346.2,Bank Transfer,Failed,BigBasket,Kolkata
TXN00601,2023-06-06,2023,Jun,6,U157,Money Sent,Shopping,1089.12,14473.63,UPI ID,Failed,Flipkart,Hyderabad
TXN00602,2023-03-02,2023,Mar,2,U62,Money Sent,Shopping,11601.32,44267.99,UPI ID,Failed,Uber,Bangalore
TXN00603,2023-09-05,2023,Sep,5,U66,Money Spent,Groceries,13736.21,6653.79,UPI ID,Failed,Swiggy,Mumbai
TXN00604,2023-07-12,2023,Jul,12,U127,Money Sent,Travel,6607.1,25299.83,Wallet,Failed,IRCTC,Hyderabad
TXN00605,2025-02-21,2025,Feb,21,U13,Money Added,Shopping,17385.96,48974.63,Mobile No,Success,-,Delhi
TXN00606,2025-01-29,2025,Jan,29,U107,Money Added,Investment,13923.34,20212.53,QR Code,Failed,-,Chennai
TXN00607,2023-09-20,2023,Sep,20,U111,Money Added,Investment,5538.82,19463.63,UPI ID,Pending,-,Chennai
TXN00608,2024-09-18,2024,Sep,18,U39,Money Spent,Travel,6026.93,20028.25,Mobile No,Failed,Zomato,Pune
TXN00609,2024-12-22,2024,Dec,22,U55,Money Added,Rent,18645.77,38696.44,Wallet,Pending,-,Chennai
TXN00610,2024-02-11,2024,Feb,11,U67,Money Added,Bills,9472.53,30769.89,Mobile No,Failed,-,Bangalore
TXN00611,2023-04-18,2023,Apr,18,U121,Money Sent,Food,8758.78,47138.69,Mobile No,Pending,BigBasket,Pune
TXN00612,2023-09-16,2023,Sep,16,U27,Money Sent,Cashback,4236.05,21541.92,Mobile No,Success,IRCTC,Delhi
TXN00613,2023-12-30,2023,Dec,30,U163,Money Spent,Shopping,15054.22,49196.79,Bank Transfer,Pending,Zomato,Kolkata
TXN00614,2025-01-12,2025,Jan,12,U84,Money Spent,Bills,8911.7,23230.03,Wallet,Success,Flipkart,Chennai
TXN00615,2023-10-21,2023,Oct,21,U112,Money Added,Investment,839.14,31944.85,Bank Transfer,Pending,-,Pune
TXN00616,2024-04-28,2024,Apr,28,U175,Money Added,Food,13374.22,19329.07,UPI ID,Success,-,Hyderabad
TXN00617,2023-06-22,2023,Jun,22,U167,Money Spent,Shopping,7813.19,11960.45,Mobile No,Pending,Amazon,Bangalore
TXN00618,2023-06-04,2023,Jun,4,U130,Money Spent,Bills,4503.69,46476.07,Wallet,Failed,Electricity Board,Chennai
TXN00619,2023-07-03,2023,Jul,3,U65,Money Spent,Travel,4039.41,26930.22,UPI ID,Failed,Netflix,Pune
TXN00620,2024-05-26,2024,May,26,U142,Money Spent,Bills,11677.94,42198.82,Mobile No,Failed,BigBasket,Mumbai
TXN00621,2024-08-05,2024,Aug,5,U144,Money Spent,Cashback,899.2,17351.88,Wallet,Pending,Uber,Delhi
TXN00622,2023-09-20,2023,Sep,20,U63,Money Sent,Bills,18885.64,23617.36,Mobile No,Pending,Swiggy,Pune
TXN00623,2023-09-14,2023,Sep,14,U171,Money Spent,Entertainment,18640.61,21971.42,Wallet,Pending,Netflix,Hyderabad
TXN00624,2023-02-05,2023,Feb,5,U106,Money Spent,Travel,9092.98,14361.19,QR Code,Pending,Zomato,Bangalore
TXN00625,2023-02-08,2023,Feb,8,U72,Money Spent,Rent,9121.6,10748.78,QR Code,Success,BigBasket,Delhi
TXN00626,2024-10-14,2024,Oct,14,U119,Money Sent,Shopping,9285.04,49122.58,Bank Transfer,Failed,Flipkart,Hyderabad
TXN00627,2024-12-22,2024,Dec,22,U134,Money Sent,Food,2847.06,23206.81,Mobile No,Failed,Netflix,Delhi
TXN00628,2023-04-26,2023,Apr,26,U139,Money Sent,Entertainment,3251.23,22247.54,Mobile No,Pending,Flipkart,Mumbai
TXN00629,2024-03-19,2024,Mar,19,U120,Money Spent,Bills,3403.39,19996.25,Mobile No,Success,BigBasket,Pune
TXN00630,2023-10-16,2023,Oct,16,U118,Money Added,Rent,8645.5,17788.05,Bank Transfer,Success,-,Bangalore
TXN00631,2025-01-14,2025,Jan,14,U156,Money Sent,Investment,18798.4,16857.15,Wallet,Pending,Flipkart,Pune
TXN00632,2023-10-02,2023,Oct,2,U141,Money Spent,Bills,9901.73,25083.05,Mobile No,Failed,Swiggy,Hyderabad
TXN00633,2024-11-10,2024,Nov,10,U62,Money Sent,Rent,19958.98,18295.53,Mobile No,Failed,Flipkart,Chennai
TXN00634,2024-04-05,2024,Apr,5,U160,Money Sent,Food,15632.46,27966.94,QR Code,Failed,BigBasket,Pune
TXN00635,2025-02-19,2025,Feb,19,U46,Money Spent,Investment,3320.34,13748.59,UPI ID,Failed,Uber,Bangalore
TXN00636,2024-01-25,2024,Jan,25,U163,Money Sent,Bills,9083.37,25167.99,UPI ID,Success,IRCTC,Kolkata
TXN00637,2024-03-23,2024,Mar,23,U130,Money Sent,Entertainment,11777.78,33766.04,QR Code,Success,Amazon,Kolkata
TXN00638,2023-05-07,2023,May,7,U10,Money Spent,Bills,304.46,2142.63,Wallet,Success,Amazon,Delhi
TXN00639,2025-01-25,2025,Jan,25,U109,Money Sent,Shopping,5334.25,48101.91,UPI ID,Failed,Netflix,Mumbai
TXN00640,2024-03-24,2024,Mar,24,U45,Money Sent,Cashback,168.91,12559.36,Mobile No,Success,IRCTC,Bangalore
TXN00641,2024-08-17,2024,Aug,17,U46,Money Spent,Bills,12609.45,30981.71,Wallet,Pending,BigBasket,Hyderabad
TXN00642,2023-05-11,2023,May,11,U38,Money Spent,Bills,5822.17,8959.04,UPI ID,Failed,Amazon,Kolkata
TXN00643,2023-02-18,2023,Feb,18,U14,Money Added,Rent,4022.72,31416.8,UPI ID,Pending,-,Kolkata
TXN00644,2023-05-15,2023,May,15,U146,Money Sent,Entertainment,5953.66,43704.87,UPI ID,Failed,Netflix,Mumbai
